812,Force Shield,0,Removes your weaknesses and resistances this turn to greatly limit damage. May fail if used consecutively.
813,Element Reverse,0,Inverts the foe's weaknesses and resistances.
814,Field Shift,0,Moves the foe's Field Barrier, Field Protect, Lucky Rainbow, and Magical Barrier to your side.
815,Soul Corruption,0,Blinds and confuses the foe.
816,Weather [Sunshower],0,Changes the weather to Sunshower for 5 turns. During Sunshower, FoDef and SpDef are switched.
817,Warped Sign,2,A normal attack. A puppet can only know one sign skill at a time.
818,Realm [Black Rain],0,Summons Sunshower weather and Genbu terrain.
819,Time Screw,2,Always hits.
820,Limitless Realm,0,Cancels all weather and terrain.
821,Supernova,0,Shinki EX only. Causes two random status effects. Always hits.
822,Blitzkrieg,0,Power doubles if the user moves before the target or the target switches.
823,Take Over,0,Uses the foe's SpAtk instead of the user's.
824,Omen,0,Lowers the user's SpAtk and SpDef.
825,Flash,0,A normal attack with increased priority.
826,Last Farewell,0,Komachi EX only. Defeats the opponent if it hits.
827,Spear The Gungnir,0,Remilia EX only. Defending impossible.
828,Fantasy Seal,0,Reimu EX only. Always hits. Strikes 2-5 times.
829,Dual Spark,0,Yuuka EX only. Hits twice.
830,Score Web,0,Benben EX only. If the foe holds an item, attack is 50% stronger and removes said item.
831,Orreries Sun,0,Mima EX only. Increases all stats by 1 stage.
832,Swallowtail Lance,0,Yuyuko EX only. Heal 50% of the damage dealt.
839,Laevateinn,0,Flandre EX only. Lowers SPAtk and SpDef after use.
840,Stun Bomb,0,Yumemi EX only. Paralyzes the enemy. Strikes first.
841,Goddess' Decree,0,Shinki EX only. Increases all stats by 1 stage.
842,Quadruple Barrier,0,Yukari EX only. Increases FoDef after dealing damage. Always hits.
843,Bombardment,0,Yumemi EX only. Hits twice. Strikes first.
844,Calamity Scythe,0,Applies weak. Amnisieri only.
845,Calamity,0,Inflicts 2 random status ailments.
846,Boundary Rend,0,Maribel EX only. Sets enemy HP to 1.
847,Season [Winter],0,Replicates the effects of Genbu and Duststorm.
848,Season [Spring],0,Replicates the effects of Seiryuu and Sunshower.
849,Season [Summer],0,Replicates the effects of Suzaku and Aurora.
850,Season [Fall],0,Replicates the effects of Byakko and Heavy Fog.
851,Season [Doyou],0,Replicates the effects of Kohryu and Calm.
852,Rainbow Shot,0,Replicates Veil of Water.
853,Fading Out,0,The user switches for another puppet. Ends battles against wild puppets.
854,unused,0,unused
855,Unused,0,Unused
856,Blade Dance,0,Yumeko EX only. Replicates Smash Spin. Always hits.
857,unused,0,unused
858,Master Spark,0,Marisa EX only. Ignores the opponent's stat modifiers.
859,Rainbow Slash,0,Kogasa EX only. High flinch rate.
860,Electric Heritage,0,Heals for half the damage dealt.
